rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough,Sate,zip1
6517,82373607,7000,2,1,1350,3,6,108,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan,NY,12834
2212,87356164,3775,1,1,609,12,12,4,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
8710,89940235,10500,3,2,3000,2,7,86,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan,NY,10003
6622,75363035,4500,3,1,1500,2,1,6,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn,NY,11233
7815,2922617,4095,2,1,900,2,68,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
6557,36761941,3400,1,1,723,8,3,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
5393,72574648,12000,3,2,1982,4,20,10,1,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan,NY,10023
10701,59604411,2750,0,1,546,4,6,52,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
8551,9925024,6800,1,2,1233,3,6,52,1,1,1,1,1,0,0,1,Tribeca,All Downtown,Manhattan,NY,10013
10127,70136198,2775,2,1,850,2,2,11,1,0,0,1,0,0,0,0,Bushwick,East Brooklyn,Brooklyn,NY,11221
3578,88887969,3700,2,1,900,1,4,87,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
7688,70647804,3167,0,1,675,4,2,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
544,47243497,2700,1,1,700,6,3,96,0,0,1,1,1,1,0,1,Carroll Gardens,Northwest Brooklyn,Brooklyn,NY,11231
5186,12068815,2925,1,1,664,9,9,4,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
4559,68756974,1950,1,1,715,10,1,84,1,1,0,1,1,1,1,1,Kew Gardens,Northeast Queens,Queens,NY,11415
8629,38230508,3775,1,1,632,2,30,41,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
3127,39185382,2400,1,1,568,4,2,1,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn,NY,11233
9425,8204128,1900,2,1,900,3,4,85,0,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn,NY,11218
8897,24369162,3495,2,1,631,3,1,102,0,1,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
2224,47655553,2900,2,2,1200,3,3,86,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
4707,75306297,1650,1,1,500,8,2,91,0,0,0,0,0,0,0,0,Red Hook,Northwest Brooklyn,Brooklyn,NY,12571
4625,74148646,3805,1,1,698,6,3,14,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
10293,84789849,5950,1,1,988,5,33,9,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan,NY,10020
4201,72552903,8500,3,2,2000,4,18,56,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
6261,91440509,6806,2,2,1082,2,28,16,1,1,0,1,1,1,0,1,Flatiron,All Downtown,Manhattan,NY,10010
9197,47666945,4145,2,1,709,7,4,157,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn,NY,11201
5394,40961352,3195,1,1,800,4,6,56,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
7892,32604532,10600,3,3,1749,6,23,2,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
8961,57792653,2500,1,2,680,4,2,8,0,0,1,0,0,0,1,0,Greenwood,South Brooklyn,Brooklyn,NY,11232
6254,54928818,3300,0,1,500,3,2,86,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan,NY,12834
10090,76582491,2950,0,1,585,2,17,34,1,0,0,0,1,1,0,0,Financial District,All Downtown,Manhattan,NY,10004
1745,33783231,2995,1,1,670,8,10,28,0,0,0,1,1,1,0,1,Midtown West,All Midtown,Manhattan,NY,10019
10494,87213935,5300,1,1,960,2,7,106,0,0,0,1,0,0,1,0,Chelsea,All Downtown,Manhattan,NY,10199
5374,6212493,2300,1,1,700,13,4,96,0,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn,NY,11201
2197,62297362,4400,2,2,927,12,31,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
9854,28179830,3100,0,1,602,9,8,15,0,0,1,1,1,0,0,1,Midtown East,All Midtown,Manhattan,NY,10017
3085,52192579,3195,2,1,1200,3,4,10,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
4023,14686975,3990,1,2,1000,8,24,18,1,1,0,1,1,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
9973,26340900,2750,1,1,700,12,4,9,0,0,0,0,1,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn,NY,11205
9411,69191367,2499,0,1,367,2,11,112,0,0,0,0,1,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
1438,10854664,4695,2,1,900,4,3,51,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
1654,61480373,7100,2,2,1900,3,4,116,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan,NY,10012
789,27009119,5600,2,2,850,1,21,31,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
1838,55791918,2400,0,1,550,7,1,85,0,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
6584,12630338,1650,0.5,1,750,4,1,75,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn,NY,11218
8219,11059692,4195,1,1,885,6,14,60,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1012,49239817,5450,2,2,1070,13,32,9,1,1,1,1,1,0,0,1,Midtown West,All Midtown,Manhattan,NY,10019
10785,55079807,3300,0,1,538,3,7,11,0,1,0,1,1,0,0,1,Tribeca,All Downtown,Manhattan,NY,10013
9463,62828354,3405,1,1,591,6,14,14,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
1537,30696699,12000,2,2,2027,1,3,156,0,0,0,1,1,1,0,1,Greenwich Village,All Downtown,Manhattan,NY,12834
661,64460629,5800,2,2,1200,8,25,32,0,0,1,1,1,1,1,1,Midtown East,All Midtown,Manhattan,NY,10017
858,21396750,7995,1,1,990,2,12,53,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
4300,39211404,4500,2,2,1800,10,2,1,0,0,0,0,0,0,0,0,Manhattan Beach,South Brooklyn,Brooklyn,NY,11235
6790,16911464,1700,0,1,350,9,1,96,0,0,1,0,0,1,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1714,37192392,3900,0,1,698,2,21,8,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
5998,5379987,2595,1,1,800,3,2,93,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
8928,20789601,2800,1,1,640,2,11,9,0,0,0,0,0,1,0,0,Long Island City,Northwest Queens,Queens,NY,11101
5985,42645153,3400,2,2,1400,4,3,22,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
9401,55918091,3465,1,1,804,14,3,55,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1852,74485983,2550,2.5,1,1000,6,4,115,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
10961,71261679,2400,2,1,969,3,2,75,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens,NY,11374
2144,76149482,3500,1,1,600,2,32,28,0,0,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan,NY,10019
2965,89197252,6300,2,2,1207,2,47,9,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
5168,50139858,4500,0,1,850,1,3,13,0,1,0,1,1,0,0,1,Soho,All Downtown,Manhattan,NY,10012
5741,18291386,3395,0,1,474,4,15,11,1,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
9649,41524649,3199,1.5,0,750,4,3,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn,NY,11223
5316,433749,14000,2,2,1814,3,5,101,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
859,33072246,6900,2,2,1800,10,43,41,0,1,1,0,1,1,0,0,Midtown East,All Midtown,Manhattan,NY,10017
10506,50113493,3505,1,1,754,5,4,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
11329,9925024,2975,0,1,587,3,3,52,1,1,0,0,0,1,0,0,Tribeca,All Downtown,Manhattan,NY,10013
9805,84963881,2100,2,1,500,11,3,106,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
8123,54126359,4300,2,2,1222,6,15,13,0,1,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn,NY,11206
2203,8446279,2000,0,1,414,8,2,85,1,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn,NY,11243
4410,78690860,9000,2,2,1578,2,10,10,0,0,0,0,0,1,1,0,Midtown East,All Midtown,Manhattan,NY,10017
710,89188236,8500,2,2,1459,3,4,1,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
7300,10574372,2534,0,1,437,7,2,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
8565,80330303,5995,1,2,970,2,2,124,1,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan,NY,10014
6301,22290764,3700,1,1,655,5,8,29,0,0,0,0,1,0,1,1,Upper West Side,All Upper West Side,Manhattan,NY,10023
8912,94352271,6000,1,1,945,5,7,84,0,0,1,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
2256,20136117,16000,3,3,2195,5,19,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
5975,75093357,2500,1,1,800,2,3,86,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
7257,11477008,2050,1,1,900,3,2,106,0,0,0,1,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
1846,36289833,3750,3,2,1300,2,2,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn,NY,11233
8566,17437963,3150,1,1,575,2,11,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
8776,50518851,1400,0,1,600,7,3,89,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens,NY,11415
9062,66566183,5018,1,1,737,1,3,6,1,0,0,0,0,1,0,0,East Village,All Downtown,Manhattan,NY,10003
1809,55818615,5900,1,1,811,6,31,5,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan,NY,10280
5668,74148646,3025,0,1,515,6,10,14,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
10358,11252940,3600,3,1,1050,3,4,101,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
11154,28415071,1725,1,1,720,2,2,14,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens,NY,11375
5505,74905869,4585,1,1,900,3,5,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
1,84644014,3500,1,1,850,3,18,54,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
4382,36968380,2800,2,2,1000,9,1,101,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
4068,57870659,2500,0,1,400,2,2,90,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
5958,78520367,3400,0,2,705,5,2,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
1449,50130886,3500,1,1,710,6,10,37,0,0,1,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
3613,73474708,2950,1,1,700,5,2,6,0,0,1,0,0,1,0,0,Midtown West,All Midtown,Manhattan,NY,10019
5345,88520811,3225,1,1,590,1,25,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn,NY,11201
9625,83640906,6200,2,2,1002,1,19,14,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
4414,37204663,7700,2,2,1546,10,43,27,0,0,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan,NY,10017
2481,73995803,6000,2,2,1280,3,11,29,0,0,0,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
3519,48581821,2300,1,1,500,9,2,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan,NY,10003
5366,95122485,5200,2,1,823,5,4,3,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
7149,80149452,1700,1.5,1,600,3,2,86,0,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens,NY,11378
7282,40556781,2275,0,1,500,43,5,5,0,0,0,1,0,0,0,0,Long Island City,Northwest Queens,Queens,NY,11101
3018,32604532,10950,3,3,1749,6,24,2,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
2435,91440509,7243,2,2,1231,2,18,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
8518,356627,3100,2,1,700,6,4,115,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
3632,59371177,2450,2,1,900,9,2,96,0,0,1,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan,NY,10021
6005,25127990,3500,1,1,600,2,81,114,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
1556,65827777,5600,1,1,800,5,4,86,0,0,0,1,1,0,0,0,West Village,All Downtown,Manhattan,NY,10014
4700,84207688,3000,1,0,526,4,4,45,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
10922,93987864,2250,0,1,400,5,2,54,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
4010,55944355,3853,0,1,464,2,30,13,1,0,0,0,0,0,1,0,Flatiron,All Downtown,Manhattan,NY,10010
1000,4895162,5250,1,1,850,4,11,93,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
8801,23176151,2925,1,1,650,5,6,31,1,0,1,0,0,1,0,0,Battery Park City,All Downtown,Manhattan,NY,10280
893,49239817,3500,1,1,700,13,23,9,1,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
2260,63857454,3900,1,1,719,3,23,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
2520,36739709,2700,0,1,466,5,7,10,0,0,1,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
8298,76129068,2299,1,1,700,3,3,86,0,0,1,1,1,0,1,0,Midtown East,All Midtown,Manhattan,NY,10017
3963,58993577,3495,1,1,708,14,11,30,1,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan,NY,10021
729,54126359,4200,2,2,1222,6,14,13,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
6555,84444351,5995,3,2,1417,4,9,6,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan,NY,10037
8520,99664681,2600,1,1,705,6,2,8,0,0,0,0,0,1,0,0,Astoria,Northwest Queens,Queens,NY,11101
3176,3123316,20000,2,2,2200,2,2,5,0,1,1,1,1,0,0,1,Tribeca,All Downtown,Manhattan,NY,10013
681,13334366,5200,1,1,691,3,29,7,0,0,1,1,1,1,0,1,Midtown,All Midtown,Manhattan,NY,10020
3807,36677865,6000,1,1,802,2,48,6,0,1,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
10093,21717810,1899,0,1,350,7,2,96,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan,NY,10003
2225,50384576,3575,1,1,735,4,5,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
325,16233344,2500,2,1,680,3,11,88,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens,NY,11101
7780,92958527,2488,1,1,500,7,5,116,0,0,0,0,1,0,0,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn,NY,11201
9311,29833222,2495,2,1,800,4,2,116,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan,NY,10029
568,91931807,6400,2,2,1024,10,2,0,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
7515,24093766,2550,1,1,613,6,3,10,0,1,1,1,1,1,1,0,Park Slope,Prospect Park,Brooklyn,NY,11215
8334,80017880,3395,1,1,700,12,33,27,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan,NY,10017
8642,93946738,3250,2,1,900,6,2,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
6466,95785374,3500,0,1,550,2,7,1,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
11192,9925024,11600,2,3,1665,3,10,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
10220,40263491,7300,2,2,1167,1,2,3,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan,NY,10003
6135,19335948,3325,1,1,607,3,9,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
4338,41878042,3995,1,1,602,6,2,2,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan,NY,10016
9368,38566138,3000,1,1,650,11,7,50,0,1,1,1,1,1,0,1,Midtown East,All Midtown,Manhattan,NY,10017
2871,9280171,3050,0,1,484,6,7,33,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan,NY,10280
11173,70132426,3411,1,1,713,4,18,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn,NY,11206
3997,26358664,3392,1,1,769,2,6,47,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
8842,55944355,4865,1,1,697,2,19,13,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
11335,85066873,5890,1,1,752,3,28,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
2492,3032139,3555,1,1,600,2,5,99,1,1,0,1,1,0,1,1,Upper West Side,All Upper West Side,Manhattan,NY,10023
3308,13603270,7800,4,2,1900,5,9,91,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
5197,55918091,3645,1,1,811,14,1,55,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1336,37570207,10500,3,3,2100,6,12,33,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
2488,76149482,3200,0,1,462,2,5,28,0,0,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan,NY,10019
2338,49226351,8350,3,3,1436,4,12,27,0,0,0,0,1,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
2888,69191367,2350,0,1,367,2,2,112,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
5589,66781900,8800,2,2,1612,9,17,15,0,0,1,1,1,1,0,0,Midtown East,All Midtown,Manhattan,NY,10017
10438,28946905,3543,0,1,523,1,12,29,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
511,15334021,17500,3,3,3016,7,39,34,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
10497,65033177,4200,0,1,567,12,6,7,0,0,1,1,1,0,1,1,Chelsea,All Downtown,Manhattan,NY,10199
1539,88586001,3995,1,1,938,1,6,180,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
11215,59414256,8500,2,2,1807,1,23,88,1,1,0,1,1,0,0,1,Financial District,All Downtown,Manhattan,NY,10004
7232,38107468,10500,2,2,1460,2,9,75,0,1,0,1,1,1,0,1,Central Park South,All Midtown,Manhattan,NY, 10019 
2491,47607639,4000,1,1,764,7,12,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
9471,40291653,1500,1,1,700,6,3,60,0,0,0,0,0,0,0,0,Ocean Parkway,South Brooklyn,Brooklyn,NY, 11204
4643,68827671,2750,1,1,800,3,4,75,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1406,39401895,10500,3,3,1500,4,25,20,0,0,0,1,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1929,49275912,3750,1,1,817,5,32,13,0,0,0,1,1,1,0,0,Midtown South,All Midtown,Manhattan,NY,10018
437,84948966,4950,3,1,850,6,3,86,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan,NY,10018
6778,58993577,4968,2,2,948,14,21,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
1139,66540513,4000,1,1,874,7,9,12,0,1,0,1,1,1,1,1,Upper West Side,All Upper West Side,Manhattan,NY,10023
2913,66526818,2100,0,1,350,7,4,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan,NY,10003
533,47536967,1995,2,2,845,3,1,111,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn,NY,11233
8759,43346819,2495,0,1,400,1,33,37,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan,NY,10020
7180,40336303,4100,3,1,1100,3,6,52,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
10790,66781900,6750,2,2,1589,9,10,15,0,0,0,0,0,1,0,0,Midtown East,All Midtown,Manhattan,NY,10017
11332,82658811,2510,0,1,476,1,36,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn,NY,11223
9492,23908490,2600,0,1,441,7,8,60,0,0,1,1,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
6739,53569564,3900,1,1,625,5,5,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn,NY,11201
6565,28624624,9850,3,3,2100,2,17,87,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
7864,36342618,4100,1,1,690,5,9,1,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
634,76516983,5795,1,1,626,3,8,2,1,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan,NY,10003
2463,93246353,3600,2,1,1100,4,12,58,0,0,1,1,1,1,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn,NY,11223
732,88664294,7000,3,2,1500,9,11,30,0,0,0,0,1,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
5488,37192392,7600,2,2,1325,2,42,8,1,1,1,1,1,0,0,1,Financial District,All Downtown,Manhattan,NY,10004
5923,9635603,3000,4,1,1200,2,2,106,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn,NY,11233
1542,2454825,11900,3,2,2305,1,37,102,0,0,1,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
7599,20884613,3181,0,1,581,3,16,44,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
7739,11936353,8000,2,2,1250,2,15,13,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
3782,88520811,3320,1,1,578,1,18,17,1,0,0,0,0,1,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn,NY,11201
8692,86223097,20000,4,4,2160,1,18,9,0,0,1,0,1,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
7924,67734427,3650,0,1,520,2,8,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan,NY,10010
4874,33938460,6000,4,2,1700,6,5,96,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan,NY,10019
9937,3021385,4450,1,1,985,5,10,37,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
9450,16496414,3400,3,2,1500,5,1,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn,NY,11221
4958,19984435,2295,2,1,700,7,6,86,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
3275,70647804,4055,1,1,818,4,7,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
6475,37447742,3795,2,1,900,2,8,102,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan,NY,10018
7434,93684714,2495,0,1,487,1,14,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn,NY,11223
7028,2228204,3750,1,1,500,4,4,156,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan,NY,12834
6468,20094804,4000,0,1,500,1,8,76,0,0,1,0,0,1,0,0,Central Park South,All Midtown,Manhattan,NY, 10019 
9269,71977815,3900,1,1,640,4,8,7,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
2287,14371145,6000,1,1,962,2,9,10,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan,NY,10199
4919,82227308,2595,1,1,500,3,4,106,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan,NY,10002
5794,19889051,12750,2,2,1736,3,4,101,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan,NY,10013
9717,18703747,3350,0,1,585,2,6,85,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan,NY,12834
6736,57174723,2650,0,1,500,2,10,13,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan,NY,10004
9170,61476204,3000,0,1,525,3,11,9,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan,NY,10021
3636,61943887,2000,1,1,650,3,6,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
1765,82249600,6600,2,2,1218,0,6,116,1,0,1,1,1,1,0,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn,NY,11201
999,15334021,4500,1,1,700,7,27,34,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan,NY,10017
5600,76909719,3500,1,1,650,2,29,29,0,1,0,1,1,0,1,1,Midtown,All Midtown,Manhattan,NY,10020
1887,23640165,9995,4,3,1900,2,4,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan,NY,10023
2162,16958928,12999,2,2,1990,13,4,9,0,0,0,0,0,1,0,0,Chelsea,All Downtown,Manhattan,NY,10199
1855,53487787,3100,1,1,654,4,18,42,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
6571,49653888,3800,2,0,1047,10,12,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens,NY,11101
3812,30649014,4200,4,2,1400,2,2,106,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan,NY,10940
3163,74484254,14000,3,3,1959,10,38,17,0,1,0,0,1,1,0,0,Upper East Side,All Upper East Side,Manhattan,NY,10021
